출처,ID,이름,주소,주소_정규화,위도,경도,매칭이유,이름_정규화
소상공인상권,MA010120220805314858,세븐신길미소점,서울특별시 영등포구 대방천로 222,서울 영등포구 대방천로 222,37.4983197694236,126.915422175312,"주소매칭, 좌표매칭",세븐신길미소점
소상공인상권,MA010120220813485988,이마트24영등포KT점,서울특별시 영등포구 영중로 119,서울 영등포구 영중로 119,37.5268467900097,126.905185643346,"이름매칭, 주소매칭",이마트24영등포kt점
소상공인상권,MA010120220800362142,지에스25한강성심,서울특별시 영등포구 버드나루로7길 12-1,서울 영등포구 버드나루로7길 12-1,37.5228947677453,126.909489361745,"주소매칭, 좌표매칭",지에스25한강성심
소상공인상권,MA010120220800368896,GS25영등포병원,서울특별시 영등포구 당산로33길 9,서울 영등포구 당산로33길 9,37.5271721188818,126.895648323367,주소매칭,gs25영등포병원
소상공인상권,MA010120220813868565,이마트24영등포미진점,서울특별시 영등포구 버드나루로 87,서울 영등포구 버드나루로 87,37.5259665987217,126.908727687815,주소매칭,이마트24영등포미진점
소상공인상권,MA010120220800436567,대림,서울특별시 영등포구 대림로 251,서울 영등포구 대림로 251,37.503007535773,126.89602124649,주소매칭,대림
소상공인상권,MA010120220814118139,세븐문래하우스디점,서울특별시 영등포구 선유로3길 10,서울 영등포구 선유로3길 10,37.516099677864,126.886818239169,주소매칭,세븐문래하우스디점
소상공인상권,MA010120220802272108,씨유신길대신,서울특별시 영등포구 도신로 227-1,서울 영등포구 도신로 227-1,37.5121509027045,126.916413231062,주소매칭,씨유신길대신
소상공인상권,MA010120220814095809,씨유영등포리드원점,서울특별시 영등포구 양산로 91,서울 영등포구 양산로 91,37.5249984515103,126.893128612397,"주소매칭, 좌표매칭",씨유영등포리드원점
소상공인상권,MA010120220800329287,GS25문래센터,서울특별시 영등포구 경인로82길 3-4,서울 영등포구 경인로82길 3-4,37.5120633942262,126.896890925681,주소매칭,gs25문래센터
소상공인상권,MA010120220808774693,씨유영등포대방역점,서울특별시 영등포구 여의대방로61길 1,서울 영등포구 여의대방로61길 1,37.5140042440941,126.925821976136,2차검증,씨유영등포대방역점
소상공인상권,MA010120220809785750,GS25영등포대신,서울특별시 영등포구 도신로 222,서울 영등포구 도신로 222,37.5116190218883,126.916006638577,"주소매칭, 좌표매칭",gs25영등포대신
소상공인상권,MA010120220810196405,지에스25신길역점,서울특별시 영등포구 경인로114가길 4,서울 영등포구 경인로114가길 4,37.5181318318219,126.913997169238,주소매칭,지에스25신길역점
소상공인상권,MA010120220800333191,GS25당산한강,서울특별시 영등포구 당산로48길 11,서울 영등포구 당산로48길 11,37.534756141165,126.903410614977,"주소매칭, 좌표매칭",gs25당산한강
소상공인상권,MA010120220813327244,미니스톱여의도공원점,서울특별시 영등포구 여의공원로 68,서울 영등포구 여의공원로 68,37.5268052234685,126.92229095813,주소매칭,미니스톱여의도공원점
소상공인상권,MA010120220809997629,모빌리언트,서울특별시 영등포구 도림천로 375,서울 영등포구 도림천로 375,37.4914747803917,126.896161619863,"주소매칭, 좌표매칭",모빌리언트
소상공인상권,MA010120220805889529,지에스25신길중학교점,서울특별시 영등포구 여의대방로35길 39,서울 영등포구 여의대방로35길 39,37.5011319092905,126.91683264464,"주소매칭, 좌표매칭",지에스25신길중학교점
소상공인상권,MA010120220800362918,GS25양평코업점,서울특별시 영등포구 양산로 7,서울 영등포구 양산로 7,37.5261070225659,126.883940959074,"이름매칭, 주소매칭",gs25양평코업점
소상공인상권,MA0101202503A0044968,이마트24당산삼촌점,서울특별시 영등포구 버드나루로 128,서울 영등포구 버드나루로 128,37.5295879540012,126.907863455167,"이름매칭, 주소매칭",이마트24당산삼촌점
소상공인상권,MA0101202503A0006534,씨유당산리버파크점,서울특별시 영등포구 당산로37길 7,서울 영등포구 당산로37길 7,37.529633425431,126.897443729921,주소매칭,씨유당산리버파크점
소상공인상권,MA0101202502A0112235,이마트24여의도파크점,서울특별시 영등포구 의사당대로 38,서울 영등포구 의사당대로 38,37.5253074424508,126.91913624657,주소매칭,이마트24여의도파크점
소상공인상권,MA0101202505A0030088,씨유신길,서울특별시 영등포구 영등포로84길 34,서울 영등포구 영등포로84길 34,37.5102715448509,126.9218783025,"주소매칭, 좌표매칭",씨유신길
소상공인상권,MA0106202506A1588597,씨유(CU)영등포디벨리움점,서울특별시 영등포구 양산로 141,서울 영등포구 양산로 141,37.5238411528219,126.898797853297,주소매칭,씨유(cu)영등포디벨리움점
소상공인상권,MA0106202406A0631712,GS25S9샛강역점,서울특별시 영등포구 의사당대로 166,서울 영등포구 의사당대로 166,37.516628163941,126.929077081951,이름매칭,gs25s9샛강역점
소상공인상권,MA0106202307A0131595,GS25신길,서울특별시 영등포구 영등포로62길 8,서울 영등포구 영등포로62길 8,37.5152506008953,126.916760423102,주소매칭,gs25신길
소상공인상권,MA0106202409A0346180,세븐일레븐한강르네상스양화,서울특별시 영등포구 한강남자전거길 1203,서울 영등포구 한강남자전거길 1203,37.5377299830009,126.904074343821,주소매칭,세븐일레븐한강르네상스양화
소상공인상권,MA0106202506A0081409,GS25 도림세종,서울특별시 영등포구 도신로 145,서울 영등포구 도신로 145,37.5096846441953,126.907661716477,"주소매칭, 좌표매칭",gs25도림세종
소상공인상권,MA0106202507A1935694,GS25 문래미원,서울특별시 영등포구 문래로 38,서울 영등포구 문래로 38,37.5202436545782,126.886155883436,주소매칭,gs25문래미원
소상공인상권,MA0106202506A0424615,GS25 대림전국,서울특별시 영등포구 대림로 192,서울 영등포구 대림로 192,37.4980184636184,126.898900563727,"주소매칭, 좌표매칭",gs25대림전국
소상공인상권,MA0106202406A0987945,GS25도림,서울특별시 영등포구 도신로 69,서울 영등포구 도신로 69,37.5063447546576,126.900076877374,주소매칭,gs25도림
소상공인상권,MA0106202411A0484297,GS25영등포우신점,서울특별시 영등포구 신길로 205,서울 영등포구 신길로 205,37.5103443558706,126.910228391592,주소매칭,gs25영등포우신점
소상공인상권,MA0106202201A1394581,GS25영등포흥국점,서울특별시 영등포구 버드나루로2길 7,서울 영등포구 버드나루로2길 7,37.5210236022118,126.913382995114,주소매칭,gs25영등포흥국점
소상공인상권,MA0106202201A0123502,씨유여의도KBS점,서울특별시 영등포구 여의공원로 13,서울 영등포구 여의공원로 13,37.5259725010096,126.916714572678,주소매칭,씨유여의도kbs점
소상공인상권,MA010120220807999262,GS25영등포우성점,서울특별시 영등포구 대방천로 181-1,서울 영등포구 대방천로 181-1,37.499280715738,126.911157654932,"이름매칭, 주소매칭",gs25영등포우성점
소상공인상권,MA010120220812625680,씨유영등포자매점,서울특별시 영등포구 국회대로46길 5,서울 영등포구 국회대로46길 5,37.525035477875,126.904814615454,"주소매칭, 좌표매칭",씨유영등포자매점
소상공인상권,MA0101202501A0067854,지에스25영등포행운,서울특별시 영등포구 영등포로86가길 23,서울 영등포구 영등포로86가길 23,37.5126583139102,126.920541132308,주소매칭,지에스25영등포행운
소상공인상권,MA0101202411A0126977,세븐일레븐여의점,서울특별시 영등포구 여의서로 43,서울 영등포구 여의서로 43,37.5308523146473,126.924753127873,"이름매칭, 주소매칭",세븐일레븐여의점
소상공인상권,MA0101202411A0025996,지에스25여의순복음점,서울특별시 영등포구 국회대로76길 18,서울 영등포구 국회대로76길 18,37.5299767095875,126.922231100603,"주소매칭, 좌표매칭",지에스25여의순복음점
소상공인상권,MA0101202412A0044828,세븐일레븐신길경천점,서울특별시 영등포구 영등포로80길 22,서울 영등포구 영등포로80길 22,37.5117299216161,126.920010512252,"이름매칭, 주소매칭, 좌표매칭",세븐일레븐신길경천점
소상공인상권,MA0101202505A0038453,씨유BNK금융,서울특별시 영등포구 국제금융로2길 24,서울 영등포구 국제금융로2길 24,37.5243110968727,126.924838886523,주소매칭,씨유bnk금융
소상공인상권,MA0101202504A0008752,씨유보라매뷰점,서울특별시 영등포구 신풍로23길 16,서울 영등포구 신풍로23길 16,37.501376502966,126.918732313352,"주소매칭, 좌표매칭",씨유보라매뷰점
소상공인상권,MA0101202505A0019005,씨유양평SK엔카점,서울특별시 영등포구 선유로43길 27,서울 영등포구 선유로43길 27,37.533971692505,126.892323823196,주소매칭,씨유양평sk엔카점
소상공인상권,MA0101202503A0047078,지에스25신길호수,서울특별시 영등포구 도림로 271,서울 영등포구 도림로 271,37.5020233542451,126.904210517588,주소매칭,지에스25신길호수
소상공인상권,MA0101202504A0004925,씨유순복음,서울특별시 영등포구 은행로 54,서울 영등포구 은행로 54,37.5297619666348,126.924539267631,"주소매칭, 좌표매칭",씨유순복음
소상공인상권,MA010120220813702946,GS25영등포시장역점,서울특별시 영등포구 영중로 65,서울 영등포구 영중로 65,37.5221521460716,126.904659906335,"이름매칭, 주소매칭",gs25영등포시장역점
소상공인상권,MA0101202411A0047945,영등포구청세븐일레븐,서울특별시 영등포구 당산로 128,서울 영등포구 당산로 128,37.5259749008172,126.896917033276,주소매칭,영등포구청세븐일레븐
소상공인상권,MA0101202411A0106175,지에스25영등포포레나,서울특별시 영등포구 당산로 83,서울 영등포구 당산로 83,37.5221352137542,126.895304657617,주소매칭,지에스25영등포포레나
소상공인상권,MA0101202411A0176547,한강르네상스양화,서울특별시 영등포구 한강남자전거길 1077,서울 영등포구 한강남자전거길 1077,37.5450352600776,126.891549756834,주소매칭,한강르네상스양화
소상공인상권,MA0101202411A0078783,씨유선유도역점,서울특별시 영등포구 양평로22길 21,서울 영등포구 양평로22길 21,37.5398032679161,126.894657635746,주소매칭,씨유선유도역점
소상공인상권,MA0101202501A0000837,지에스25신풍스타,서울특별시 영등포구 신풍로 28,서울 영등포구 신풍로 28,37.4998110987885,126.909562467415,주소매칭,지에스25신풍스타
소상공인상권,MA010120220811075895,씨유여의동산점,서울특별시 영등포구 여의대방로 417,서울 영등포구 여의대방로 417,37.521055121863,126.934321723502,"주소매칭, 좌표매칭",씨유여의동산점
소상공인상권,MA010120220805298338,GS25영등포그랜드,서울특별시 영등포구 여의대방로43라길 20,서울 영등포구 여의대방로43라길 20,37.5089910463504,126.920273572182,"주소매칭, 좌표매칭",gs25영등포그랜드
소상공인상권,MA0101202406A0356043,지에스25대림으뜸점,서울특별시 영등포구 도림로41길 6,서울 영등포구 도림로41길 6,37.4944859890173,126.898283378676,"주소매칭, 좌표매칭",지에스25대림으뜸점
소상공인상권,MA0101202406A0525315,세븐일레븐문래윤서점,서울특별시 영등포구 문래로 164,서울 영등포구 문래로 164,37.517787501143,126.900072933063,"이름매칭, 주소매칭",세븐일레븐문래윤서점
소상공인상권,MA0101202406A0496136,씨유여의도티피,서울특별시 영등포구 의사당대로 96,서울 영등포구 의사당대로 96,37.5215347422609,126.922873347253,주소매칭,씨유여의도티피
소상공인상권,MA0101202406A0110286,씨유신길한아름점,서울특별시 영등포구 신풍로16길 20,서울 영등포구 신풍로16길 20,37.4994624633358,126.913238273083,주소매칭,씨유신길한아름점
소상공인상권,MA0101202409A0160923,씨유당산샤인점,서울특별시 영등포구 당산로50가길 3-17,서울 영등포구 당산로50가길 3-17,37.5327221882436,126.906275654035,주소매칭,씨유당산샤인점
소상공인상권,MA0101202409A0219305,씨유영등포한강성심점,서울특별시 영등포구 버드나루로 44,서울 영등포구 버드나루로 44,37.5226350371293,126.911548527601,"주소매칭, 좌표매칭",씨유영등포한강성심점
소상공인상권,MA0101202409A0150612,씨유양평플라워점,서울특별시 영등포구 선유로40길 7,서울 영등포구 선유로40길 7,37.5305675099194,126.894093634048,주소매칭,씨유양평플라워점
소상공인상권,MA0101202409A0129723,지에스25브라이튼여의도,서울특별시 영등포구 국제금융로 39,서울 영등포구 국제금융로 39,37.5242958562954,126.929341327008,주소매칭,지에스25브라이튼여의도
소상공인상권,MA0101202409A0037446,지에스25대림도신로점,서울특별시 영등포구 도신로 36,서울 영등포구 도신로 36,37.5045671939473,126.897070880578,주소매칭,지에스25대림도신로점
소상공인상권,MA0101202409A0234524,씨유신길썬,서울특별시 영등포구 신길로 42,서울 영등포구 신길로 42,37.496467638209,126.908616591703,주소매칭,씨유신길썬
소상공인상권,MA010120220800433320,미니스톱점신길대신,서울특별시 영등포구 도신로60길 2,서울 영등포구 도신로60길 2,37.5117817787767,126.916820829211,"주소매칭, 좌표매칭",미니스톱점신길대신
소상공인상권,MA0101202311A0099513,지에스25영등포스타,서울특별시 영등포구 도신로 187,서울 영등포구 도신로 187,37.511255646516,126.911923898666,"주소매칭, 좌표매칭",지에스25영등포스타
소상공인상권,MA0101202406A0142929,씨유영등포금화점,서울특별시 영등포구 대림로 154,서울 영등포구 대림로 154,37.4948030950329,126.900341036263,주소매칭,씨유영등포금화점
소상공인상권,MA0101202409A0122502,씨유당산삼환점,서울특별시 영등포구 영중로 145,서울 영등포구 영중로 145,37.5299551600994,126.905079887595,주소매칭,씨유당산삼환점
소상공인상권,MA0101202409A0240674,지에스25성애,서울특별시 영등포구 여의대방로53길 28,서울 영등포구 여의대방로53길 28,37.5121545374764,126.921717988841,주소매칭,지에스25성애
소상공인상권,MA0101202409A0014113,지에스25도림웰리스,서울특별시 영등포구 도림로 386,서울 영등포구 도림로 386,37.5112900199566,126.898611209963,주소매칭,지에스25도림웰리스
소상공인상권,MA0101202409A0152271,이마트24영등포선유로점,서울특별시 영등포구 선유로 250,서울 영등포구 선유로 250,37.5347780061904,126.897289600668,주소매칭,이마트24영등포선유로점
소상공인상권,MA0101202409A0093171,이마트24여의도SK점,서울특별시 영등포구 국제금융로8길 31,서울 영등포구 국제금융로8길 31,37.5197540342908,126.928067360739,"이름매칭, 주소매칭",이마트24여의도sk점
소상공인상권,MA0101202406A0010582,지에스25여의캐피탈점,서울특별시 영등포구 국제금융로8길 27-8,서울 영등포구 국제금융로8길 27-8,37.5194659128485,126.928395682336,주소매칭,지에스25여의캐피탈점
소상공인상권,MA010120220813549535,씨유영등포ARMY점,서울특별시 영등포구 여의대방로43길 4,서울 영등포구 여의대방로43길 4,37.5062443328595,126.922300965609,주소매칭,씨유영등포army점
소상공인상권,MA0101202309A0015122,세븐신길점,서울특별시 영등포구 도림로 322,서울 영등포구 도림로 322,37.5063462997094,126.901920391458,주소매칭,세븐신길점
소상공인상권,MA0101202307A0046059,지에스25당산메인,서울특별시 영등포구 국회대로53길 19,서울 영등포구 국회대로53길 19,37.5271631148401,126.906407053194,"주소매칭, 좌표매칭",지에스25당산메인
소상공인상권,MA0101202308A0065559,지에스25문래,서울특별시 영등포구 경인로77길 49,서울 영등포구 경인로77길 49,37.514407801863,126.888935975565,주소매칭,지에스25문래
소상공인상권,MA0101202406A0246368,지에스25우신초교점,서울특별시 영등포구 도신로48길 9-2,서울 영등포구 도신로48길 9-2,37.5102114701567,126.913259764487,주소매칭,지에스25우신초교점
소상공인상권,MA0101202406A0585308,씨유한강르네상스양화,서울특별시 영등포구 노들로 147,서울 영등포구 노들로 147,37.5425437153103,126.896249248679,주소매칭,씨유한강르네상스양화
소상공인상권,MA0101202406A0280180,씨유영등포샤인점,서울특별시 영등포구 당산로 82,서울 영등포구 당산로 82,37.5219466231158,126.89600628181,주소매칭,씨유영등포샤인점
소상공인상권,MA010120220807051158,이마트24영등포공원점,서울특별시 영등포구 영신로20길 14,서울 영등포구 영신로20길 14,37.5154071974471,126.909181689398,"이름매칭, 주소매칭",이마트24영등포공원점
소상공인상권,MA010120220810494524,지에스25신대림초교점,서울특별시 영등포구 대림로8길 17,서울 영등포구 대림로8길 17,37.49119437082,126.905592571449,주소매칭,지에스25신대림초교점
소상공인상권,MA0101202305A0057629,씨유영등포대림,서울특별시 영등포구 도림천로21길 25,서울 영등포구 도림천로21길 25,37.487876169397,126.902521208006,주소매칭,씨유영등포대림
소상공인상권,MA0101202305A0047906,씨유에이스,서울특별시 영등포구 선유로 130,서울 영등포구 선유로 130,37.5253752720843,126.891374592979,주소매칭,씨유에이스
소상공인상권,MA0101202305A0165253,지에스25신길파크자이,서울특별시 영등포구 신길로28길 25,서울 영등포구 신길로28길 25,37.5023368433327,126.913472442676,주소매칭,지에스25신길파크자이
소상공인상권,MA0101202305A0015916,지에스25신길경찰학원,서울특별시 영등포구 영등포로 412-1,서울 영등포구 영등포로 412-1,37.5127595196051,126.923719383515,"주소매칭, 좌표매칭",지에스25신길경찰학원
소상공인상권,MA0101202303A0105163,세븐도림에코빌점,서울특별시 영등포구 도림로113길 5,서울 영등포구 도림로113길 5,37.5085515411063,126.899282218537,주소매칭,세븐도림에코빌점
소상공인상권,MA0101202305A0131839,지에스25당산뷰티풀,서울특별시 영등포구 당산로 246,서울 영등포구 당산로 246,37.5352337448922,126.903500513204,주소매칭,지에스25당산뷰티풀
소상공인상권,MA0101202310A0081321,씨유영등포달빛점,서울특별시 영등포구 영신로19길 5-4,서울 영등포구 영신로19길 5-4,37.5141262794689,126.907260356361,"주소매칭, 좌표매칭",씨유영등포달빛점
소상공인상권,MA0101202310A0084394,씨유영등포아이비밸리점,서울특별시 영등포구 영신로 166,서울 영등포구 영신로 166,37.5224744432975,126.902136842327,주소매칭,씨유영등포아이비밸리점
소상공인상권,MA010120220812246771,GS25문래트리플렉스,서울특별시 영등포구 문래북로 116,서울 영등포구 문래북로 116,37.5194796444736,126.898034535125,주소매칭,gs25문래트리플렉스
OpenAPI인허가,3180000-104-2012-00138,씨유당산그린점,"서울특별시 영등포구 선유동1로 50, 1층 102-2호 (당산동3가)",서울 영등포구 선유동1로 50,37.52647463028345,126.89317788146103,주소매칭,씨유당산그린점
OpenAPI인허가,3180000-104-2013-00032,씨유(CU),"서울특별시 영등포구 당산로49길 6 (당산동6가, 신광빌딩 1층 일부)",서울 영등포구 당산로49길 6,37.53558660113488,126.90246943046184,주소매칭,씨유(cu)
OpenAPI인허가,3180000-104-2014-00141,씨유영등포구청점,"서울특별시 영등포구 당산로 109 (당산동3가, 1층)",서울 영등포구 당산로 109,37.524621061392295,126.89603115155893,"주소매칭, 좌표매칭",씨유영등포구청점
OpenAPI인허가,3180000-104-2016-00152,세븐일레븐(영등포본점),"서울특별시 영등포구 영중로 12, 1층 1099~1103,1110~1114호 (영등포동3가, 에쉐르쇼핑몰)",서울 영등포구 영중로 12,37.51763654787407,126.90650445808001,주소매칭,세븐일레븐(영등포본점)
OpenAPI인허가,3180000-104-2017-00018,GS25당산효성점,"서울특별시 영등포구 당산로 205 (당산동5가, 1층 104호)",서울 영등포구 당산로 205,37.53277650462738,126.90010448000618,주소매칭,gs25당산효성점
OpenAPI인허가,3180000-104-2017-00235,CU여의도솔로몬점,"서울특별시 영등포구 여의대방로69길 17 (여의도동, 지상1층)",서울 영등포구 여의대방로69길 17,37.520605467205954,126.93044878246269,좌표매칭,cu여의도솔로몬점
OpenAPI인허가,3180000-104-2018-00136,GS25당산역점,"서울특별시 영등포구 양평로 64, 한경빌딩 1층 (당산동6가)",서울 영등포구 양평로 64,37.53524649875109,126.90005099185538,주소매칭,gs25당산역점
OpenAPI인허가,3180000-104-2018-00256,씨유신길대박점,"서울특별시 영등포구 도신로36길 16, 1층 (신길동)",서울 영등포구 도신로36길 16,37.50858382899103,126.90887976504737,"주소매칭, 좌표매칭",씨유신길대박점
OpenAPI인허가,3180000-104-2018-00259,GS25신길행복점,"서울특별시 영등포구 신길로39길 14, 1층 (신길동)",서울 영등포구 신길로39길 14,37.50699669540289,126.90931316823574,"주소매칭, 좌표매칭",gs25신길행복점
OpenAPI인허가,3180000-104-2019-00032,CU당산행운점,"서울특별시 영등포구 버드나루로 95, 1층 101호 (당산동, 미진리버빌)",서울 영등포구 버드나루로 95,37.526658599375025,126.90842310761431,주소매칭,cu당산행운점
OpenAPI인허가,3180000-104-2019-00129,씨유영등포신성점,"서울특별시 영등포구 영등포로 400, 신성빌딩 1층 (신길동)",서울 영등포구 영등포로 400,37.51298389449581,126.92256674436864,주소매칭,씨유영등포신성점
OpenAPI인허가,3180000-104-2019-00330,씨유대림사랑점,"서울특별시 영등포구 가마산로41길 7, 1층 (대림동)",서울 영등포구 가마산로41길 7,37.50174267257738,126.89823866844509,주소매칭,씨유대림사랑점
OpenAPI인허가,3180000-104-2021-00326,씨유 영등포대성점,"서울특별시 영등포구 도림로69길 26-1, 1층 (신길동)",서울 영등포구 도림로69길 26-1,37.50121236931711,126.90310352872953,"주소매칭, 좌표매칭",씨유영등포대성점
OpenAPI인허가,3180000-104-2023-00115,씨유 영등포센터점,"서울특별시 영등포구 여의대방로47길 17, 1층 1호 (신길동)",서울 영등포구 여의대방로47길 17,37.50868180758923,126.92197236398611,"주소매칭, 좌표매칭",씨유영등포센터점
OpenAPI인허가,3180000-104-2023-00285,이마트24 대림제일점,"서울특별시 영등포구 도림로39길 7-2, 1층 101호 (대림동)",서울 영등포구 도림로39길 7-2,37.49395331924221,126.8968672935312,주소매칭,이마트24대림제일점
OpenAPI인허가,3180000-104-2023-00307,씨유 대림행복점,"서울특별시 영등포구 대림로34다길 16, 1층 101호 (대림동, 다청림(101동))",서울 영등포구 대림로34다길 16,37.50007042258197,126.89917263417668,주소매칭,씨유대림행복점
OpenAPI인허가,3180000-104-2023-00339,GS25신길센트럴점,"서울특별시 영등포구 도림로 308, 1층 (신길동)",서울 영등포구 도림로 308,37.50514320716948,126.90280250310762,"주소매칭, 좌표매칭",gs25신길센트럴점
OpenAPI인허가,3180000-104-2024-00244,씨유 영등포사랑점,"서울특별시 영등포구 영등포로 89, 1층 101호 (당산동2가)",서울 영등포구 영등포로 89,37.52229518011595,126.8916598960304,주소매칭,씨유영등포사랑점
OpenAPI인허가,3180000-104-2024-00394,GS25 신길보라매점,"서울특별시 영등포구 신길로8길 11, 1층 102호 (신길동)",서울 영등포구 신길로8길 11,37.495850928998095,126.90974620875025,주소매칭,gs25신길보라매점
